City.Aaren,Value,ValueFaux,y
Concordia,22,-1000,0
Conni,22,-1000,0
Connie,22,-1000,0
Conny,22,-1000,0
Consolata,22,-1000,0
Constance,22,-1000,0
Constancia,22,-1000,0
Constancy,22,-1000,0
Constanta,22,-1000,0
Constantia,22,-1000,0
Constantina,22,-1000,0
Constantine,22,-1000,0
Consuela,22,-1000,0
Consuelo,22,-1000,0
Cookie,22,-1000,0
Cora,22,-1000,0
Corabel,22,-1000,0
Corabella,22,-1000,0
Corabelle,22,-1000,0
Coral,22,-1000,0
Coralie,22,-1000,0
Coraline,22,-1000,0
Coralyn,22,-1000,0
Cordelia,22,-1000,0
Cordelie,22,-1000,0
Cordey,22,-1000,0
Cordi,22,-1000,0
Cordie,22,-1000,0
Cordula,22,-1000,0
Cordy,22,-1000,0
Coreen,22,-1000,0
Corella,22,-1000,0
Corenda,22,-1000,0
Corene,22,-1000,0
Coretta,22,-1000,0
Corette,22,-1000,0
Corey,22,-1000,0
Cori,22,-1000,0
Corie,22,-1000,0
Corilla,22,-1000,0
Corina,22,-1000,0
Corine,22,-1000,0
Corinna,22,-1000,0
Corinne,22,-1000,0
Coriss,22,-1000,0
Corissa,22,-1000,0
Corliss,22,-1000,0
Corly,22,-1000,0
Cornela,22,-1000,0
Cornelia,22,-1000,0
Cornelle,22,-1000,0
Cornie,22,-1000,0
Corny,22,-1000,0
Correna,22,-1000,0
Correy,22,-1000,0
Corri,22,-1000,0
Corrianne,22,-1000,0
Corrie,22,-1000,0
Corrina,22,-1000,0
Corrine,22,-1000,0
Corrinne,22,-1000,0
Corry,22,-1000,0
Cortney,22,-1000,0
Cory,22,-1000,0
Cosetta,22,-1000,0
Cosette,22,-1000,0
Costanza,22,-1000,0
Courtenay,22,-1000,0
Courtnay,22,-1000,0
Courtney,22,-1000,0
Crin,22,-1000,0
Cris,22,-1000,0
Crissie,22,-1000,0
Crissy,22,-1000,0
Crista,22,-1000,0
Cristabel,22,-1000,0
Cristal,22,-1000,0
Cristen,22,-1000,0
Cristi,22,-1000,0
Cristie,22,-1000,0
Cristin,22,-1000,0
Cristina,22,-1000,0
Cristine,22,-1000,0
Cristionna,22,-1000,0
Cristy,22,-1000,0
Crysta,22,-1000,0
Crystal,22,-1000,0
Crystie,22,-1000,0
Cthrine,22,-1000,0
Cyb,22,-1000,0
Cybil,22,-1000,0
Cybill,22,-1000,0
Cymbre,22,-1000,0
Cynde,22,-1000,0
Cyndi,22,-1000,0
Cyndia,22,-1000,0
Cyndie,22,-1000,0
Cyndy,22,-1000,0
Cynthea,22,-1000,0
Cynthia,22,-1000,0
Cynthie,22,-1000,0
Cynthy,22,-1000,0
Dacey,22,-1000,0
Dacia,22,-1000,0
Dacie,22,-1000,0
Dacy,22,-1000,0
Dael,22,-1000,0
Daffi,22,-1000,0
Daffie,22,-1000,0
Daffy,22,-1000,0
Dagmar,22,-1000,0
Dahlia,22,-1000,0
Daile,22,-1000,0
Daisey,22,-1000,0
Daisi,22,-1000,0
Daisie,22,-1000,0
Daisy,22,-1000,0
Dale,22,-1000,0
Dalenna,22,-1000,0
Dalia,22,-1000,0
Dalila,22,-1000,0
Dallas,22,-1000,0
Daloris,22,-1000,0
Damara,22,-1000,0
Damaris,22,-1000,0
Damita,22,-1000,0
Dana,22,-1000,0
Danell,22,-1000,0
Danella,22,-1000,0
Danette,22,-1000,0
Dani,22,-1000,0
Dania,22,-1000,0
Danica,22,-1000,0
Danice,22,-1000,0
Daniela,22,-1000,0
Daniele,22,-1000,0
Daniella,22,-1000,0
Danielle,22,-1000,0
Danika,22,-1000,0
Danila,22,-1000,0
Danit,22,-1000,0
Danita,22,-1000,0
Danna,22,-1000,0
Danni,22,-1000,0
Dannie,22,-1000,0
Danny,22,-1000,0
Dannye,22,-1000,0
Danya,22,-1000,0
Danyelle,22,-1000,0
Danyette,22,-1000,0
Daphene,22,-1000,0
Daphna,22,-1000,0
Daphne,22,-1000,0
Dara,22,-1000,0
Darb,22,-1000,0
Darbie,22,-1000,0
Darby,22,-1000,0
Darcee,22,-1000,0
Darcey,22,-1000,0
Darci,22,-1000,0
Darcie,22,-1000,0
Darcy,22,-1000,0
Darda,22,-1000,0
Dareen,22,-1000,0
Darell,22,-1000,0
Darelle,22,-1000,0
Dari,22,-1000,0
Daria,22,-1000,0
Darice,22,-1000,0
Darla,22,-1000,0
Darleen,22,-1000,0
Darlene,22,-1000,0
Darline,22,-1000,0
Darlleen,22,-1000,0
Daron,22,-1000,0
Darrelle,22,-1000,0
Darryl,22,-1000,0
Darsey,22,-1000,0
Darsie,22,-1000,0
Darya,22,-1000,0
Daryl,22,-1000,0
Daryn,22,-1000,0
Dasha,22,-1000,0
Dasi,22,-1000,0
Dasie,22,-1000,0
Dasya,22,-1000,0
Datha,22,-1000,0
Daune,22,-1000,0
Daveen,22,-1000,0
Daveta,22,-1000,0
Davida,22,-1000,0
Davina,22,-1000,0
Davine,22,-1000,0
Davita,22,-1000,0
Dawn,22,-1000,0
Dawna,22,-1000,0
Dayle,22,-1000,0
Dayna,22,-1000,0
Ddene,22,-1000,0
De,22,-1000,0
Deana,22,-1000,0
Deane,22,-1000,0
Deanna,22,-1000,0
Deanne,22,-1000,0
Deb,22,-1000,0
Debbi,22,-1000,0
Debbie,22,-1000,0
Debby,22,-1000,0
Debee,22,-1000,0
Debera,22,-1000,0
Debi,22,-1000,0
Debor,22,-1000,0
Debora,22,-1000,0
Deborah,22,-1000,0
Debra,22,-1000,0
Dede,22,-1000,0
Dedie,22,-1000,0
Dedra,22,-1000,0
Dee,22,-1000,0
Dee Dee,22,-1000,0
Deeann,22,-1000,0
Deeanne,22,-1000,0
Deedee,22,-1000,0
Deena,22,-1000,0
Deerdre,22,-1000,0
Deeyn,22,-1000,0
Dehlia,22,-1000,0
Deidre,22,-1000,0
Deina,22,-1000,0
Deirdre,22,-1000,0
Del,22,-1000,0
Dela,22,-1000,0
Delcina,22,-1000,0
Delcine,22,-1000,0
Delia,22,-1000,0
Delila,22,-1000,0
Delilah,22,-1000,0
Delinda,22,-1000,0
Dell,22,-1000,0
Della,22,-1000,0
Delly,22,-1000,0
Delora,22,-1000,0
Delores,22,-1000,0
Deloria,22,-1000,0
Deloris,22,-1000,0
Delphine,22,-1000,0
Delphinia,22,-1000,0
Demeter,22,-1000,0
Demetra,22,-1000,0
Demetria,22,-1000,0
Demetris,22,-1000,0
Dena,22,-1000,0
Deni,22,-1000,0
Denice,22,-1000,0
Denise,22,-1000,0
Denna,22,-1000,0
Denni,22,-1000,0
Dennie,22,-1000,0
Denny,22,-1000,0
Deny,22,-1000,0
Denys,22,-1000,0
Denyse,22,-1000,0
Deonne,22,-1000,0
Desdemona,22,-1000,0
Desirae,22,-1000,0
Desiree,22,-1000,0
Desiri,22,-1000,0
Deva,22,-1000,0
Devan,22,-1000,0
Devi,22,-1000,0
Devin,22,-1000,0
Devina,22,-1000,0
Devinne,22,-1000,0
Devon,22,-1000,0
Devondra,22,-1000,0
Devonna,22,-1000,0
Devonne,22,-1000,0
Devora,22,-1000,0
Di,22,-1000,0
Diahann,22,-1000,0
Dian,22,-1000,0
Diana,22,-1000,0
Diandra,22,-1000,0
Diane,22,-1000,0
Diane-Marie,22,-1000,0
Dianemarie,22,-1000,0
Diann,22,-1000,0
Dianna,22,-1000,0
Dianne,22,-1000,0
Diannne,22,-1000,0
Didi,22,-1000,0
Dido,22,-1000,0
Diena,22,-1000,0
Dierdre,22,-1000,0
Dina,22,-1000,0
Dinah,22,-1000,0
Dinnie,22,-1000,0
Dinny,22,-1000,0
Dion,22,-1000,0
Dione,22,-1000,0
Dionis,22,-1000,0
Dionne,22,-1000,0
Dita,22,-1000,0
Dix,22,-1000,0
Dixie,22,-1000,0
Dniren,22,-1000,0
Dode,22,-1000,0
Dodi,22,-1000,0
Dodie,22,-1000,0
Dody,22,-1000,0
Doe,22,-1000,0
Doll,22,-1000,0
Dolley,22,-1000,0
Dolli,22,-1000,0
Dollie,22,-1000,0
Dolly,22,-1000,0
Dolores,22,-1000,0
Dolorita,22,-1000,0
Doloritas,22,-1000,0
Domeniga,22,-1000,0
Dominga,22,-1000,0
Domini,22,-1000,0
Dominica,22,-1000,0
Dominique,22,-1000,0
Dona,22,-1000,0
Donella,22,-1000,0
Donelle,22,-1000,0
Donetta,22,-1000,0
Donia,22,-1000,0
Donica,22,-1000,0
Donielle,22,-1000,0
Donna,22,-1000,0
Donnamarie,22,-1000,0
Donni,22,-1000,0
Donnie,22,-1000,0
Donny,22,-1000,0
Dora,22,-1000,0
Doralia,22,-1000,0
Doralin,22,-1000,0
Doralyn,22,-1000,0
Doralynn,22,-1000,0
Doralynne,22,-1000,0
Dore,22,-1000,0
Doreen,22,-1000,0
Dorelia,22,-1000,0
Dorella,22,-1000,0
Dorelle,22,-1000,0
Dorena,22,-1000,0
Dorene,22,-1000,0
Doretta,22,-1000,0
Dorette,22,-1000,0
Dorey,22,-1000,0
Dori,22,-1000,0
Doria,22,-1000,0
Dorian,22,-1000,0
Dorice,22,-1000,0
Dorie,22,-1000,0
Dorine,22,-1000,0
Doris,22,-1000,0
Dorisa,22,-1000,0
Dorise,22,-1000,0
Dorita,22,-1000,0
Doro,22,-1000,0
Dorolice,22,-1000,0
Dorolisa,22,-1000,0
Dorotea,22,-1000,0
Doroteya,22,-1000,0
Dorothea,22,-1000,0
Dorothee,22,-1000,0
Dorothy,22,-1000,0
Dorree,22,-1000,0
Dorri,22,-1000,0
Dorrie,22,-1000,0
Dorris,22,-1000,0
Dorry,22,-1000,0
Dorthea,22,-1000,0
Dorthy,22,-1000,0
Dory,22,-1000,0
Dosi,22,-1000,0
Dot,22,-1000,0
Doti,22,-1000,0
Dotti,22,-1000,0
Dottie,22,-1000,0
Dotty,22,-1000,0
Dre,22,-1000,0
Dreddy,22,-1000,0
Dredi,22,-1000,0
Drona,22,-1000,0
Dru,22,-1000,0
Druci,22,-1000,0
Drucie,22,-1000,0
Drucill,22,-1000,0
Drucy,22,-1000,0
Drusi,22,-1000,0
Drusie,22,-1000,0
Drusilla,22,-1000,0
Drusy,22,-1000,0
Dulce,22,-1000,0
Dulcea,22,-1000,0
Dulci,22,-1000,0
Dulcia,22,-1000,0
Dulciana,22,-1000,0
Dulcie,22,-1000,0
Dulcine,22,-1000,0
Dulcinea,22,-1000,0
Dulcy,22,-1000,0
Dulsea,22,-1000,0
Dusty,22,-1000,0
Dyan,22,-1000,0
Dyana,22,-1000,0
Dyane,22,-1000,0
Dyann,22,-1000,0
Dyanna,22,-1000,0
Dyanne,22,-1000,0
Dyna,22,-1000,0
Dynah,22,-1000,0
Eachelle,22,-1000,0
Eada,22,-1000,0
Eadie,22,-1000,0
Eadith,22,-1000,0
Ealasaid,22,-1000,0
Eartha,22,-1000,0
Easter,22,-1000,0
Eba,22,-1000,0
Ebba,22,-1000,0
Ebonee,22,-1000,0
Ebony,22,-1000,0
Eda,22,-1000,0
Eddi,22,-1000,0
Eddie,22,-1000,0
Eddy,22,-1000,0
Ede,22,-1000,0
Edee,22,-1000,0
Edeline,22,-1000,0
Eden,22,-1000,0
Edi,22,-1000,0
Edie,22,-1000,0
Edin,22,-1000,0
Edita,22,-1000,0
Edith,22,-1000,0
Editha,22,-1000,0
Edithe,22,-1000,0
Ediva,22,-1000,0
Edna,22,-1000,0
Edwina,22,-1000,0
Edy,22,-1000,0
Edyth,22,-1000,0
Edythe,22,-1000,0
Effie,22,-1000,0
Eileen,22,-1000,0
Eilis,22,-1000,0
Eimile,22,-1000,0
Eirena,22,-1000,0
Ekaterina,22,-1000,0
Elaina,22,-1000,0
Elaine,22,-1000,0
Elana,22,-1000,0
Elane,22,-1000,0
Elayne,22,-1000,0
Elberta,22,-1000,0
Elbertina,22,-1000,0
Elbertine,22,-1000,0
Eleanor,22,-1000,0
Eleanora,22,-1000,0
Eleanore,22,-1000,0
Electra,22,-1000,0
Eleen,22,-1000,0
Elena,22,-1000,0
Elene,22,-1000,0
Eleni,22,-1000,0
Elenore,22,-1000,0
Eleonora,22,-1000,0
Eleonore,22,-1000,0
Elfie,22,-1000,0
Elfreda,22,-1000,0
Elfrida,22,-1000,0
Elfrieda,22,-1000,0
Elga,22,-1000,0
Elianora,22,-1000,0
Elianore,22,-1000,0
Elicia,22,-1000,0
Elie,22,-1000,0
Elinor,22,-1000,0
Elinore,22,-1000,0
Elisa,22,-1000,0
Elisabet,22,-1000,0
Elisabeth,22,-1000,0
Elisabetta,22,-1000,0
Elise,22,-1000,0
Elisha,22,-1000,0
Elissa,22,-1000,0
Elita,22,-1000,0
Eliza,22,-1000,0
Elizabet,22,-1000,0
Elizabeth,22,-1000,0
Elka,22,-1000,0
Elke,22,-1000,0
Ella,22,-1000,0
Elladine,22,-1000,0
Elle,22,-1000,0
Ellen,22,-1000,0
Ellene,22,-1000,0
Ellette,22,-1000,0
Elli,22,-1000,0
Ellie,22,-1000,0
Ellissa,22,-1000,0
Elly,22,-1000,0
Ellyn,22,-1000,0
Ellynn,22,-1000,0
Elmira,22,-1000,0
Elna,22,-1000,0
Elnora,22,-1000,0
Elnore,22,-1000,0
Eloisa,22,-1000,0
Eloise,22,-1000,0
Elonore,22,-1000,0
Elora,22,-1000,0
Elsa,22,-1000,0
Elsbeth,22,-1000,0
Else,22,-1000,0
Elset,22,-1000,0
Elsey,22,-1000,0
Elsi,22,-1000,0
Elsie,22,-1000,0
Elsinore,22,-1000,0
Elspeth,22,-1000,0
Elsy,22,-1000,0
Elva,22,-1000,0
Elvera,22,-1000,0
Elvina,22,-1000,0
Elvira,22,-1000,0
Elwira,22,-1000,0
Elyn,22,-1000,0
Elyse,22,-1000,0
Elysee,22,-1000,0
Elysha,22,-1000,0
Elysia,22,-1000,0
Elyssa,22,-1000,0
Em,22,-1000,0
Ema,22,-1000,0
Emalee,22,-1000,0
Emalia,22,-1000,0
Emelda,22,-1000,0
Emelia,22,-1000,0
Emelina,22,-1000,0
Emeline,22,-1000,0
Emelita,22,-1000,0
Emelyne,22,-1000,0
Emera,22,-1000,0
Emilee,22,-1000,0
Emili,22,-1000,0
Emilia,22,-1000,0
Emilie,22,-1000,0
Emiline,22,-1000,0
Emily,22,-1000,0
Emlyn,22,-1000,0
Emlynn,22,-1000,0
Emlynne,22,-1000,0
Emma,22,-1000,0
Emmalee,22,-1000,0
Emmaline,22,-1000,0
Emmalyn,22,-1000,0
Emmalynn,22,-1000,0
Emmalynne,22,-1000,0
Emmeline,22,-1000,0
Emmey,22,-1000,0
Emmi,22,-1000,0
Emmie,22,-1000,0
Emmy,22,-1000,0
Emmye,22,-1000,0
Emogene,22,-1000,0
Emyle,22,-1000,0
Emylee,22,-1000,0
Engracia,22,-1000,0
Enid,22,-1000,0
Enrica,22,-1000,0
Enrichetta,22,-1000,0
Enrika,22,-1000,0
Enriqueta,22,-1000,0
Eolanda,22,-1000,0
Eolande,22,-1000,0
Eran,22,-1000,0
Erda,22,-1000,0
Erena,22,-1000,0
Erica,22,-1000,0
Ericha,22,-1000,0
Ericka,22,-1000,0
Erika,22,-1000,0
Erin,22,-1000,0
Erina,22,-1000,0
Erinn,22,-1000,0
Erinna,22,-1000,0
Erma,22,-1000,0
Ermengarde,22,-1000,0
Ermentrude,22,-1000,0
Ermina,22,-1000,0
Erminia,22,-1000,0
Erminie,22,-1000,0
Erna,22,-1000,0
Ernaline,22,-1000,0
Ernesta,22,-1000,0
Ernestine,22,-1000,0
Ertha,22,-1000,0
Eryn,22,-1000,0
Esma,22,-1000,0
Esmaria,22,-1000,0
Esme,22,-1000,0
Esmeralda,22,-1000,0
Essa,22,-1000,0
Essie,22,-1000,0
Essy,22,-1000,0
Esta,22,-1000,0
Estel,22,-1000,0
Estele,22,-1000,0
Estell,22,-1000,0
Estella,22,-1000,0
Estelle,22,-1000,0
Ester,22,-1000,0
Esther,22,-1000,0
Estrella,22,-1000,0
Estrellita,22,-1000,0
Ethel,22,-1000,0
Ethelda,22,-1000,0
Ethelin,22,-1000,0
Ethelind,22,-1000,0
Etheline,22,-1000,0
Ethelyn,22,-1000,0
Ethyl,22,-1000,0
Etta,22,-1000,0
Etti,22,-1000,0
Ettie,22,-1000,0
Etty,22,-1000,0
Eudora,22,-1000,0
Eugenia,22,-1000,0
Eugenie,22,-1000,0
Eugine,22,-1000,0
Eula,22,-1000,0
Eulalie,22,-1000,0
Eunice,22,-1000,0
Euphemia,22,-1000,0
Eustacia,22,-1000,0
Eva,22,-1000,0
Evaleen,22,-1000,0
Evangelia,22,-1000,0
Evangelin,22,-1000,0
Evangelina,22,-1000,0
Evangeline,22,-1000,0
Evania,22,-1000,0
Evanne,22,-1000,0
Eve,22,-1000,0
Eveleen,22,-1000,0
Evelina,22,-1000,0
Eveline,22,-1000,0
Evelyn,22,-1000,0
Evey,22,-1000,0
Evie,22,-1000,0
Evita,22,-1000,0
Evonne,22,-1000,0
Evvie,22,-1000,0
Evvy,22,-1000,0
Evy,22,-1000,0
Eyde,22,-1000,0
Eydie,22,-1000,0
Ezmeralda,22,-1000,0
Fae,22,-1000,0
Faina,22,-1000,0
Faith,22,-1000,0
Fallon,22,-1000,0
Fan,22,-1000,0
Fanchette,22,-1000,0
Fanchon,22,-1000,0
Fancie,22,-1000,0
Fancy,22,-1000,0
Fanechka,22,-1000,0
Fania,22,-1000,0
Fanni,22,-1000,0
Fannie,22,-1000,0
Fanny,22,-1000,0
Fanya,22,-1000,0
Fara,22,-1000,0
Farah,22,-1000,0
Farand,22,-1000,0
Farica,22,-1000,0
Farra,22,-1000,0
Farrah,22,-1000,0
Farrand,22,-1000,0
Faun,22,-1000,0
Faunie,22,-1000,0
Faustina,22,-1000,0
Faustine,22,-1000,0
Fawn,22,-1000,0
Fawne,22,-1000,0
Fawnia,22,-1000,0
Fay,22,-1000,0
Faydra,22,-1000,0
Faye,22,-1000,0
Fayette,22,-1000,0
Fayina,22,-1000,0
Fayre,22,-1000,0
Fayth,22,-1000,0
Faythe,22,-1000,0
Federica,22,-1000,0
Fedora,22,-1000,0
Felecia,22,-1000,0
Felicdad,22,-1000,0
Felice,22,-1000,0
Felicia,22,-1000,0
Felicity,22,-1000,0
Felicle,22,-1000,0
Felipa,22,-1000,0
Felisha,22,-1000,0
Felita,22,-1000,0
Feliza,22,-1000,0
Fenelia,22,-1000,0
Feodora,22,-1000,0
Ferdinanda,22,-1000,0
Ferdinande,22,-1000,0
Fern,22,-1000,0
Fernanda,22,-1000,0
Fernande,22,-1000,0
Fernandina,22,-1000,0
Ferne,22,-1000,0
Fey,22,-1000,0
Fiann,22,-1000,0
Fianna,22,-1000,0
Fidela,22,-1000,0
Fidelia,22,-1000,0
Fidelity,22,-1000,0
Fifi,22,-1000,0
Fifine,22,-1000,0
Filia,22,-1000,0
Filide,22,-1000,0
Filippa,22,-1000,0
Fina,22,-1000,0
Fiona,22,-1000,0
Fionna,22,-1000,0
Fionnula,22,-1000,0
Fiorenze,22,-1000,0
Fleur,22,-1000,0
Fleurette,22,-1000,0
Flo,22,-1000,0
Flor,22,-1000,0
Flora,22,-1000,0
Florance,22,-1000,0
Flore,22,-1000,0
Florella,22,-1000,0
Florence,22,-1000,0
Florencia,22,-1000,0
Florentia,22,-1000,0
Florenza,22,-1000,0
Florette,22,-1000,0
Flori,22,-1000,0
Floria,22,-1000,0
Florida,22,-1000,0
Florie,22,-1000,0
Florina,22,-1000,0
Florinda,22,-1000,0
Floris,22,-1000,0
Florri,22,-1000,0
Florrie,22,-1000,0
Florry,22,-1000,0
Flory,22,-1000,0
Flossi,22,-1000,0
Flossie,22,-1000,0
Flossy,22,-1000,0
Flss,22,-1000,0
Fran,22,-1000,0
Francene,22,-1000,0
Frances,22,-1000,0
Francesca,22,-1000,0
Francine,22,-1000,0
Francisca,22,-1000,0
Franciska,22,-1000,0
Francoise,22,-1000,0
Francyne,22,-1000,0
Frank,22,-1000,0
Frankie,22,-1000,0
Franky,22,-1000,0
Franni,22,-1000,0
Frannie,22,-1000,0
Franny,22,-1000,0
Frayda,22,-1000,0
Fred,22,-1000,0
Freda,22,-1000,0
Freddi,22,-1000,0
Freddie,22,-1000,0
Freddy,22,-1000,0
Fredelia,22,-1000,0
Frederica,22,-1000,0
Fredericka,22,-1000,0
Frederique,22,-1000,0
Fredi,22,-1000,0
Fredia,22,-1000,0
Fredra,22,-1000,0
Fredrika,22,-1000,0
Freida,22,-1000,0
Frieda,22,-1000,0
Friederike,22,-1000,0
Fulvia,22,-1000,0
Gabbey,22,-1000,0
Gabbi,22,-1000,0
Gabbie,22,-1000,0
Gabey,22,-1000,0
Gabi,22,-1000,0
Gabie,22,-1000,0
Gabriel,22,-1000,0
Gabriela,22,-1000,0
Gabriell,22,-1000,0
Gabriella,22,-1000,0
Gabrielle,22,-1000,0
Gabriellia,22,-1000,0
Gabrila,22,-1000,0
Gaby,22,-1000,0
Gae,22,-1000,0
Gael,22,-1000,0
Gail,22,-1000,0
Gale,22,-1000,0
Galina,22,-1000,0
Garland,22,-1000,0
Garnet,22,-1000,0
Garnette,22,-1000,0
Gates,22,-1000,0
Gavra,22,-1000,0
Gavrielle,22,-1000,0
Gay,22,-1000,0
Gaye,22,-1000,0
Gayel,22,-1000,0
Gayla,22,-1000,0
Gayle,22,-1000,0
Gayleen,22,-1000,0
Gaylene,22,-1000,0
Gaynor,22,-1000,0
Gelya,22,-1000,0
Gena,22,-1000,0
Gene,22,-1000,0
Geneva,22,-1000,0
Genevieve,22,-1000,0
Genevra,22,-1000,0
Genia,22,-1000,0
Genna,22,-1000,0
Genni,22,-1000,0
Gennie,22,-1000,0
Gennifer,22,-1000,0
Genny,22,-1000,0
Genovera,22,-1000,0
Genvieve,22,-1000,0
George,22,-1000,0
Georgeanna,22,-1000,0
Georgeanne,22,-1000,0
Georgena,22,-1000,0
Georgeta,22,-1000,0
Georgetta,22,-1000,0
Georgette,22,-1000,0
Georgia,22,-1000,0
Georgiana,22,-1000,0
Georgianna,22,-1000,0
Georgianne,22,-1000,0
Georgie,22,-1000,0
Georgina,22,-1000,0
Georgine,22,-1000,0
Geralda,22,-1000,0
Geraldine,22,-1000,0
Gerda,22,-1000,0
Gerhardine,22,-1000,0
Geri,22,-1000,0
Gerianna,22,-1000,0
Gerianne,22,-1000,0
Gerladina,22,-1000,0
Germain,22,-1000,0
Germaine,22,-1000,0
Germana,22,-1000,0
Gerri,22,-1000,0
Gerrie,22,-1000,0
Gerrilee,22,-1000,0
Gerry,22,-1000,0
Gert,22,-1000,0
Gerta,22,-1000,0
Gerti,22,-1000,0
Gertie,22,-1000,0
Gertrud,22,-1000,0
Gertruda,22,-1000,0
Gertrude,22,-1000,0
Gertrudis,22,-1000,0
Gerty,22,-1000,0
Giacinta,22,-1000,0
Giana,22,-1000,0
Gianina,22,-1000,0
Gianna,22,-1000,0
Gigi,22,-1000,0
Gilberta,22,-1000,0
Gilberte,22,-1000,0
Gilbertina,22,-1000,0
Gilbertine,22,-1000,0
Gilda,22,-1000,0
Gilemette,22,-1000,0
Gill,22,-1000,0
Gillan,22,-1000,0
Gilli,22,-1000,0
Gillian,22,-1000,0
Gillie,22,-1000,0
Gilligan,22,-1000,0
Gilly,22,-1000,0
Gina,22,-1000,0
Ginelle,22,-1000,0
Ginevra,22,-1000,0
Ginger,22,-1000,0
Ginni,22,-1000,0
Ginnie,22,-1000,0
Ginnifer,22,-1000,0
Ginny,22,-1000,0
Giorgia,22,-1000,0
Giovanna,22,-1000,0
Gipsy,22,-1000,0
Giralda,22,-1000,0
Gisela,22,-1000,0
Gisele,22,-1000,0
Gisella,22,-1000,0
Giselle,22,-1000,0
Giuditta,22,-1000,0
Giulia,22,-1000,0
Giulietta,22,-1000,0
Giustina,22,-1000,0
Gizela,22,-1000,0
Glad,22,-1000,0
Gladi,22,-1000,0
Gladys,22,-1000,0
Gleda,22,-1000,0
Glen,22,-1000,0
Glenda,22,-1000,0
Glenine,22,-1000,0
Glenn,22,-1000,0
Glenna,22,-1000,0
Glennie,22,-1000,0
Glennis,22,-1000,0
Glori,22,-1000,0
Gloria,22,-1000,0
Gloriana,22,-1000,0
Gloriane,22,-1000,0
Glory,22,-1000,0
Glyn,22,-1000,0
Glynda,22,-1000,0
Glynis,22,-1000,0
Glynnis,22,-1000,0
Gnni,22,-1000,0
Godiva,22,-1000,0
Golda,22,-1000,0
Goldarina,22,-1000,0
Goldi,22,-1000,0
Goldia,22,-1000,0
Goldie,22,-1000,0
Goldina,22,-1000,0
Goldy,22,-1000,0
Grace,22,-1000,0
Gracia,22,-1000,0
Gracie,22,-1000,0
Grata,22,-1000,0
Gratia,22,-1000,0
Gratiana,22,-1000,0
Gray,22,-1000,0
Grayce,22,-1000,0
Grazia,22,-1000,0
Greer,22,-1000,0
Greta,22,-1000,0
Gretal,22,-1000,0
Gretchen,22,-1000,0
Grete,22,-1000,0
Gretel,22,-1000,0
Grethel,22,-1000,0
Gretna,22,-1000,0
Gretta,22,-1000,0
Grier,22,-1000,0
Griselda,22,-1000,0
Grissel,22,-1000,0
Guendolen,22,-1000,0
Guenevere,22,-1000,0
Guenna,22,-1000,0
Guglielma,22,-1000,0
Gui,22,-1000,0
Guillema,22,-1000,0
Guillemette,22,-1000,0
Guinevere,22,-1000,0
Guinna,22,-1000,0
Gunilla,22,-1000,0
Gus,22,-1000,0
Gusella,22,-1000,0
Gussi,22,-1000,0
Gussie,22,-1000,0
Gussy,22,-1000,0
Gusta,22,-1000,0
Gusti,22,-1000,0
Gustie,22,-1000,0
Gusty,22,-1000,0
Gwen,22,-1000,0
Gwendolen,22,-1000,0
Gwendolin,22,-1000,0
Gwendolyn,22,-1000,0
Gweneth,22,-1000,0
Gwenette,22,-1000,0
Gwenneth,22,-1000,0
Gwenni,22,-1000,0
Gwennie,22,-1000,0
Gwenny,22,-1000,0
Gwenora,22,-1000,0
Gwenore,22,-1000,0
Gwyn,22,-1000,0
Gwyneth,22,-1000,0
Gwynne,22,-1000,0
Gypsy,22,-1000,0
Hadria,22,-1000,0
Hailee,22,-1000,0
Haily,22,-1000,0
Haleigh,22,-1000,0
Halette,22,-1000,0
Haley,22,-1000,0
Hali,22,-1000,0
Halie,22,-1000,0
Halimeda,22,-1000,0
Halley,22,-1000,0
Halli,22,-1000,0
Hallie,22,-1000,0
Hally,22,-1000,0
Hana,22,-1000,0
Hanna,22,-1000,0
Hannah,22,-1000,0
Hanni,22,-1000,0
Hannie,22,-1000,0
Hannis,22,-1000,0
Hanny,22,-1000,0
Happy,22,-1000,0
Harlene,22,-1000,0
Harley,22,-1000,0
Harli,22,-1000,0
Harlie,22,-1000,0
Harmonia,22,-1000,0
Harmonie,22,-1000,0
Harmony,22,-1000,0
Harri,22,-1000,0
Harrie,22,-1000,0
Harriet,22,-1000,0
Harriett,22,-1000,0
Harrietta,22,-1000,0
Harriette,22,-1000,0
Harriot,22,-1000,0
Harriott,22,-1000,0
Hatti,22,-1000,0
Hattie,22,-1000,0
Hatty,22,-1000,0
Hayley,22,-1000,0
Hazel,22,-1000,0
Heath,22,-1000,0
Heather,22,-1000,0
Heda,22,-1000,0
Hedda,22,-1000,0
Heddi,22,-1000,0
Heddie,22,-1000,0
Hedi,22,-1000,0
Hedvig,22,-1000,0
Hedvige,22,-1000,0
Hedwig,22,-1000,0
Hedwiga,22,-1000,0
Hedy,22,-1000,0
Heida,22,-1000,0
Heidi,22,-1000,0
Heidie,22,-1000,0
Helaina,22,-1000,0
Helaine,22,-1000,0
Helen,22,-1000,0
Helen-Elizabeth,22,-1000,0
Helena,22,-1000,0
Helene,22,-1000,0
Helenka,22,-1000,0
Helga,22,-1000,0
Helge,22,-1000,0
Helli,22,-1000,0
Heloise,22,-1000,0
Helsa,22,-1000,0
Helyn,22,-1000,0
Hendrika,22,-1000,0
