City,Value,ValueFaux,y
Conni,1,-1000,0
Connie,6,-1000,0
Conny,68,-1000,0
Consolata,13,-1000,0
Constance,63,-1000,0
Constancia,90,-1000,0
Constancy,83,-1000,0
Constanta,91,-1000,0
Constantia,55,-1000,0
Constantina,6,-1000,0
Constantine,38,-1000,0
Consuela,34,-1000,0
Consuelo,79,-1000,0
Cookie,16,-1000,0
Cora,11,-1000,0
Corabel,34,-1000,0
Corabella,82,-1000,0
Corabelle,18,-1000,0
Coral,14,-1000,0
Coralie,66,-1000,0
Coraline,99,-1000,0
Coralyn,54,-1000,0
Cordelia,78,-1000,0
Cordelie,51,-1000,0
Cordey,54,-1000,0
Cordi,13,-1000,0
Cordie,10,-1000,0
Cordula,25,-1000,0
Cordy,42,-1000,0
Coreen,0,-1000,0
Corella,25,-1000,0
Corenda,11,-1000,0
Corene,11,-1000,0
Coretta,36,-1000,0
Corette,34,-1000,0
Corey,89,-1000,0
Cori,27,-1000,0
Corie,91,-1000,0
Corilla,78,-1000,0
Corina,93,-1000,0
Corine,56,-1000,0
Corinna,69,-1000,0
Corinne,36,-1000,0
Coriss,9,-1000,0
Corissa,9,-1000,0
Corliss,35,-1000,0
Corly,7,-1000,0
Cornela,10,-1000,0
Cornelia,80,-1000,0
Cornelle,25,-1000,0
Cornie,72,-1000,0
Corny,15,-1000,0
Correna,95,-1000,0
Correy,73,-1000,0
Corri,74,-1000,0
Corrianne,21,-1000,0
Corrie,63,-1000,0
Corrina,79,-1000,0
Corrine,62,-1000,0
Corrinne,46,-1000,0
Corry,28,-1000,0
Cortney,34,-1000,0
Cory,32,-1000,0
Cosetta,21,-1000,0
Cosette,73,-1000,0
Costanza,72,-1000,0
Courtenay,17,-1000,0
Courtnay,9,-1000,0
Courtney,39,-1000,0
Crin,51,-1000,0
Cris,37,-1000,0
Crissie,18,-1000,0
Crissy,74,-1000,0
Crista,56,-1000,0
Cristabel,56,-1000,0
Cristal,29,-1000,0
Cristen,88,-1000,0
Cristi,11,-1000,0
Cristie,56,-1000,0
Cristin,95,-1000,0
Cristina,21,-1000,0
Cristine,71,-1000,0
Cristionna,88,-1000,0
Cristy,46,-1000,0
Crysta,16,-1000,0
Crystal,57,-1000,0
Crystie,70,-1000,0
Cthrine,93,-1000,0
Cyb,4,-1000,0
Cybil,85,-1000,0
Cybill,3,-1000,0
Cymbre,8,-1000,0
Cynde,7,-1000,0
Cyndi,74,-1000,0
Cyndia,53,-1000,0
Cyndie,55,-1000,0
Cyndy,84,-1000,0
Cynthea,34,-1000,0
Cynthia,9,-1000,0
Cynthie,56,-1000,0
Cynthy,12,-1000,0
Dacey,93,-1000,0
Dacia,12,-1000,0
Dacie,29,-1000,0
Dacy,25,-1000,0
Dael,1,-1000,0
Daffi,8,-1000,0
Daffie,71,-1000,0
Daffy,84,-1000,0
Dagmar,84,-1000,0
Dahlia,89,-1000,0
Daile,27,-1000,0
Daisey,98,-1000,0
Daisi,2,-1000,0
Daisie,23,-1000,0
Daisy,17,-1000,0
Dale,65,-1000,0
Dalenna,44,-1000,0
Dalia,86,-1000,0
Dalila,11,-1000,0
Dallas,63,-1000,0
Daloris,99,-1000,0
Damara,82,-1000,0
Damaris,86,-1000,0
Damita,11,-1000,0
Dana,6,-1000,0
Danell,63,-1000,0
Danella,39,-1000,0
Danette,93,-1000,0
Dani,31,-1000,0
Dania,69,-1000,0
Danica,53,-1000,0
Danice,82,-1000,0
Daniela,76,-1000,0
Daniele,17,-1000,0
Daniella,44,-1000,0
Danielle,73,-1000,0
Danika,16,-1000,0
Danila,37,-1000,0
Danit,67,-1000,0
Danita,57,-1000,0
Danna,65,-1000,0
Danni,14,-1000,0
Dannie,31,-1000,0
Danny,74,-1000,0
Dannye,25,-1000,0
Danya,21,-1000,0
Danyelle,25,-1000,0
Danyette,81,-1000,0
Daphene,52,-1000,0
Daphna,31,-1000,0
Daphne,29,-1000,0
Dara,34,-1000,0
Darb,50,-1000,0
Darbie,72,-1000,0
Darby,42,-1000,0
Darcee,76,-1000,0
Darcey,4,-1000,0
Darci,73,-1000,0
Darcie,83,-1000,0
Darcy,55,-1000,0
Darda,52,-1000,0
Dareen,48,-1000,0
Darell,48,-1000,0
Darelle,77,-1000,0
Dari,31,-1000,0
Daria,27,-1000,0
Darice,54,-1000,0
Darla,69,-1000,0
Darleen,82,-1000,0
Darlene,13,-1000,0
Darline,19,-1000,0
Darlleen,75,-1000,0
Daron,75,-1000,0
Darrelle,66,-1000,0
Darryl,30,-1000,0
Darsey,96,-1000,0
Darsie,30,-1000,0
Darya,27,-1000,0
Daryl,14,-1000,0
Daryn,7,-1000,0
Dasha,17,-1000,0
Dasi,81,-1000,0
Dasie,16,-1000,0
Dasya,58,-1000,0
Datha,22,-1000,0
Daune,10,-1000,0
Daveen,13,-1000,0
Daveta,21,-1000,0
Davida,81,-1000,0
Davina,57,-1000,0
Davine,71,-1000,0
Davita,57,-1000,0
Dawn,28,-1000,0
Dawna,93,-1000,0
Dayle,83,-1000,0
Dayna,87,-1000,0
Ddene,93,-1000,0
De,96,-1000,0
Deana,20,-1000,0
Deane,59,-1000,0
Deanna,88,-1000,0
Deanne,36,-1000,0
Deb,85,-1000,0
Debbi,53,-1000,0
Debbie,9,-1000,0
Debby,32,-1000,0
Debee,82,-1000,0
Debera,62,-1000,0
Debi,61,-1000,0
Debor,55,-1000,0
Debora,33,-1000,0
Deborah,66,-1000,0
Debra,30,-1000,0
Dede,57,-1000,0
Dedie,34,-1000,0
Dedra,92,-1000,0
Dee,56,-1000,0
Dee Dee,44,-1000,0
Deeann,91,-1000,0
Deeanne,58,-1000,0
Deedee,11,-1000,0
Deena,75,-1000,0
Deerdre,72,-1000,0
Deeyn,28,-1000,0
Dehlia,57,-1000,0
Deidre,80,-1000,0
Deina,62,-1000,0
Deirdre,44,-1000,0
Del,94,-1000,0
Dela,77,-1000,0
Delcina,90,-1000,0
Delcine,36,-1000,0
Delia,45,-1000,0
Delila,87,-1000,0
Delilah,52,-1000,0
Delinda,95,-1000,0
Dell,17,-1000,0
Della,10,-1000,0
Delly,39,-1000,0
Delora,35,-1000,0
Delores,41,-1000,0
Deloria,46,-1000,0
Deloris,80,-1000,0
Delphine,78,-1000,0
Delphinia,73,-1000,0
Demeter,7,-1000,0
Demetra,3,-1000,0
Demetria,25,-1000,0
Demetris,80,-1000,0
Dena,33,-1000,0
Deni,72,-1000,0
Denice,57,-1000,0
Denise,81,-1000,0
Denna,84,-1000,0
Denni,25,-1000,0
Dennie,63,-1000,0
Denny,90,-1000,0
Deny,43,-1000,0
Denys,57,-1000,0
Denyse,97,-1000,0
Deonne,2,-1000,0
Desdemona,63,-1000,0
Desirae,96,-1000,0
Desiree,27,-1000,0
Desiri,98,-1000,0
Deva,71,-1000,0
Devan,12,-1000,0
Devi,9,-1000,0
Devin,55,-1000,0
Devina,20,-1000,0
Devinne,80,-1000,0
Devon,69,-1000,0
Devondra,20,-1000,0
Devonna,98,-1000,0
Devonne,91,-1000,0
Devora,89,-1000,0
Di,89,-1000,0
Diahann,74,-1000,0
Dian,68,-1000,0
Diana,92,-1000,0
Diandra,37,-1000,0
Diane,36,-1000,0
Diane-Marie,66,-1000,0
Dianemarie,62,-1000,0
Diann,97,-1000,0
Dianna,47,-1000,0
Dianne,7,-1000,0
Diannne,78,-1000,0
Didi,35,-1000,0
Dido,5,-1000,0
Diena,32,-1000,0
Dierdre,15,-1000,0
Dina,3,-1000,0
Dinah,71,-1000,0
Dinnie,76,-1000,0
Dinny,15,-1000,0
Dion,35,-1000,0
Dione,91,-1000,0
Dionis,54,-1000,0
Dionne,53,-1000,0
Dita,25,-1000,0
Dix,91,-1000,0
Dixie,13,-1000,0
Dniren,48,-1000,0
Dode,21,-1000,0
Dodi,24,-1000,0
Dodie,24,-1000,0
Dody,52,-1000,0
Doe,62,-1000,0
Doll,93,-1000,0
Dolley,92,-1000,0
Dolli,84,-1000,0
Dollie,89,-1000,0
Dolly,51,-1000,0
Dolores,38,-1000,0
Dolorita,55,-1000,0
Doloritas,96,-1000,0
Domeniga,96,-1000,0
Dominga,41,-1000,0
Domini,99,-1000,0
Dominica,97,-1000,0
Dominique,46,-1000,0
Dona,30,-1000,0
Donella,0,-1000,0
Donelle,13,-1000,0
Donetta,54,-1000,0
Donia,28,-1000,0
Donica,84,-1000,0
Donielle,47,-1000,0
Donna,14,-1000,0
Donnamarie,81,-1000,0
Donni,90,-1000,0
Donnie,75,-1000,0
Donny,46,-1000,0
Dora,90,-1000,0
Doralia,45,-1000,0
Doralin,98,-1000,0
Doralyn,88,-1000,0
Doralynn,33,-1000,0
Doralynne,48,-1000,0
Dore,80,-1000,0
Doreen,62,-1000,0
Dorelia,68,-1000,0
Dorella,67,-1000,0
Dorelle,80,-1000,0
Dorena,67,-1000,0
Dorene,86,-1000,0
Doretta,64,-1000,0
Dorette,84,-1000,0
Dorey,29,-1000,0
Dori,45,-1000,0
Doria,59,-1000,0
Dorian,3,-1000,0
Dorice,8,-1000,0
Dorie,12,-1000,0
Dorine,88,-1000,0
Doris,65,-1000,0
Dorisa,71,-1000,0
Dorise,80,-1000,0
Dorita,64,-1000,0
Doro,89,-1000,0
Dorolice,1,-1000,0
Dorolisa,33,-1000,0
Dorotea,88,-1000,0
Doroteya,81,-1000,0
Dorothea,46,-1000,0
Dorothee,92,-1000,0
Dorothy,19,-1000,0
Dorree,58,-1000,0
Dorri,21,-1000,0
Dorrie,26,-1000,0
Dorris,95,-1000,0
Dorry,98,-1000,0
Dorthea,34,-1000,0
Dorthy,90,-1000,0
Dory,4,-1000,0
Dosi,19,-1000,0
Dot,76,-1000,0
Doti,40,-1000,0
Dotti,51,-1000,0
Dottie,26,-1000,0
Dotty,21,-1000,0
Dre,34,-1000,0
Dreddy,50,-1000,0
Dredi,29,-1000,0
Drona,4,-1000,0
Dru,29,-1000,0
Druci,20,-1000,0
Drucie,77,-1000,0
Drucill,53,-1000,0
Drucy,67,-1000,0
Drusi,29,-1000,0
Drusie,71,-1000,0
Drusilla,35,-1000,0
Drusy,11,-1000,0
Dulce,19,-1000,0
Dulcea,94,-1000,0
Dulci,39,-1000,0
Dulcia,5,-1000,0
Dulciana,19,-1000,0
Dulcie,96,-1000,0
Dulcine,40,-1000,0
Dulcinea,98,-1000,0
Dulcy,84,-1000,0
Dulsea,57,-1000,0
Dusty,92,-1000,0
Dyan,71,-1000,0
Dyana,38,-1000,0
Dyane,25,-1000,0
Dyann,50,-1000,0
Dyanna,10,-1000,0
Dyanne,36,-1000,0
Dyna,29,-1000,0
Dynah,58,-1000,0
Eachelle,11,-1000,0
Eada,97,-1000,0
Eadie,19,-1000,0
Eadith,79,-1000,0
Ealasaid,93,-1000,0
Eartha,48,-1000,0
Easter,43,-1000,0
Eba,38,-1000,0
Ebba,79,-1000,0
Ebonee,91,-1000,0
Ebony,28,-1000,0
Eda,81,-1000,0
Eddi,84,-1000,0
Eddie,41,-1000,0
Eddy,6,-1000,0
Ede,15,-1000,0
Edee,76,-1000,0
Edeline,31,-1000,0
Eden,73,-1000,0
Edi,48,-1000,0
Edie,10,-1000,0
Edin,6,-1000,0
Edita,16,-1000,0
Edith,39,-1000,0
Editha,21,-1000,0
Edithe,47,-1000,0
Ediva,71,-1000,0
Edna,61,-1000,0
Edwina,83,-1000,0
Edy,8,-1000,0
Edyth,91,-1000,0
Edythe,12,-1000,0
Effie,55,-1000,0
Eileen,74,-1000,0
Eilis,60,-1000,0
Eimile,59,-1000,0
Eirena,86,-1000,0
Ekaterina,96,-1000,0
Elaina,16,-1000,0
Elaine,46,-1000,0
Elana,38,-1000,0
Elane,62,-1000,0
Elayne,7,-1000,0
Elberta,87,-1000,0
Elbertina,82,-1000,0
Elbertine,85,-1000,0
Eleanor,25,-1000,0
Eleanora,68,-1000,0
Eleanore,62,-1000,0
Electra,41,-1000,0
Eleen,82,-1000,0
Elena,13,-1000,0
Elene,53,-1000,0
Eleni,63,-1000,0
Elenore,40,-1000,0
Eleonora,70,-1000,0
Eleonore,33,-1000,0
Elfie,81,-1000,0
Elfreda,42,-1000,0
Elfrida,89,-1000,0
Elfrieda,83,-1000,0
Elga,41,-1000,0
Elianora,16,-1000,0
Elianore,44,-1000,0
Elicia,67,-1000,0
Elie,6,-1000,0
Elinor,4,-1000,0
Elinore,50,-1000,0
Elisa,0,-1000,0
Elisabet,32,-1000,0
Elisabeth,31,-1000,0
Elisabetta,77,-1000,0
Elise,53,-1000,0
Elisha,39,-1000,0
Elissa,67,-1000,0
Elita,15,-1000,0
Eliza,10,-1000,0
Elizabet,93,-1000,0
Elizabeth,5,-1000,0
Elka,25,-1000,0
Elke,62,-1000,0
Ella,40,-1000,0
Elladine,18,-1000,0
Elle,41,-1000,0
Ellen,22,-1000,0
Ellene,85,-1000,0
Ellette,83,-1000,0
Elli,62,-1000,0
Ellie,81,-1000,0
Ellissa,13,-1000,0
Elly,88,-1000,0
Ellyn,75,-1000,0
Ellynn,28,-1000,0
Elmira,68,-1000,0
Elna,2,-1000,0
Elnora,33,-1000,0
Elnore,21,-1000,0
Eloisa,41,-1000,0
Eloise,17,-1000,0
Elonore,74,-1000,0
Elora,78,-1000,0
Elsa,11,-1000,0
Elsbeth,33,-1000,0
Else,71,-1000,0
Elset,30,-1000,0
Elsey,38,-1000,0
Elsi,15,-1000,0
Elsie,2,-1000,0
Elsinore,86,-1000,0
Elspeth,27,-1000,0
Elsy,30,-1000,0
Elva,14,-1000,0
Elvera,17,-1000,0
Elvina,98,-1000,0
Elvira,64,-1000,0
Elwira,79,-1000,0
Elyn,40,-1000,0
Elyse,35,-1000,0
Elysee,12,-1000,0
Elysha,50,-1000,0
Elysia,80,-1000,0
Elyssa,91,-1000,0
Em,99,-1000,0
Ema,33,-1000,0
Emalee,82,-1000,0
Emalia,46,-1000,0
Emelda,85,-1000,0
Emelia,72,-1000,0
Emelina,36,-1000,0
Emeline,10,-1000,0
Emelita,50,-1000,0
Emelyne,42,-1000,0
Emera,4,-1000,0
Emilee,14,-1000,0
Emili,21,-1000,0
Emilia,87,-1000,0
Emilie,88,-1000,0
Emiline,33,-1000,0
Emily,67,-1000,0
Emlyn,15,-1000,0
Emlynn,32,-1000,0
Emlynne,64,-1000,0
Emma,40,-1000,0
Emmalee,65,-1000,0
Emmaline,28,-1000,0
Emmalyn,23,-1000,0
Emmalynn,50,-1000,0
Emmalynne,31,-1000,0
Emmeline,91,-1000,0
Emmey,96,-1000,0
Emmi,83,-1000,0
Emmie,37,-1000,0
Emmy,81,-1000,0
Emmye,43,-1000,0
Emogene,90,-1000,0
Emyle,61,-1000,0
Emylee,12,-1000,0
Engracia,20,-1000,0
Enid,86,-1000,0
Enrica,67,-1000,0
Enrichetta,39,-1000,0
Enrika,28,-1000,0
Enriqueta,61,-1000,0
Eolanda,23,-1000,0
Eolande,83,-1000,0
Eran,93,-1000,0
Erda,48,-1000,0
Erena,83,-1000,0
Erica,19,-1000,0
Ericha,14,-1000,0
Ericka,40,-1000,0
Erika,88,-1000,0
Erin,80,-1000,0
Erina,91,-1000,0
Erinn,72,-1000,0
Erinna,93,-1000,0
Erma,78,-1000,0
Ermengarde,94,-1000,0
Ermentrude,1,-1000,0
Ermina,83,-1000,0
Erminia,1,-1000,0
Erminie,68,-1000,0
Erna,19,-1000,0
Ernaline,32,-1000,0
Ernesta,41,-1000,0
Ernestine,80,-1000,0
Ertha,32,-1000,0
Eryn,18,-1000,0
Esma,49,-1000,0
Esmaria,12,-1000,0
Esme,55,-1000,0
Esmeralda,73,-1000,0
Essa,88,-1000,0
Essie,90,-1000,0
Essy,49,-1000,0
Esta,28,-1000,0
Estel,71,-1000,0
Estele,17,-1000,0
Estell,62,-1000,0
Estella,50,-1000,0
Estelle,33,-1000,0
Ester,29,-1000,0
Esther,63,-1000,0
Estrella,51,-1000,0
Estrellita,81,-1000,0
Ethel,29,-1000,0
Ethelda,98,-1000,0
Ethelin,91,-1000,0
Ethelind,95,-1000,0
Etheline,22,-1000,0
Ethelyn,58,-1000,0
Ethyl,77,-1000,0
Etta,81,-1000,0
Etti,3,-1000,0
Ettie,6,-1000,0
Etty,72,-1000,0
Eudora,58,-1000,0
Eugenia,16,-1000,0
Eugenie,79,-1000,0
Eugine,79,-1000,0
Eula,17,-1000,0
Eulalie,95,-1000,0
Eunice,95,-1000,0
Euphemia,79,-1000,0
Eustacia,33,-1000,0
Eva,85,-1000,0
Evaleen,28,-1000,0
Evangelia,62,-1000,0
Evangelin,98,-1000,0
Evangelina,95,-1000,0
Evangeline,62,-1000,0
Evania,96,-1000,0
Evanne,81,-1000,0
Eve,96,-1000,0
Eveleen,4,-1000,0
Evelina,74,-1000,0
Eveline,60,-1000,0
Evelyn,21,-1000,0
Evey,82,-1000,0
Evie,20,-1000,0
Evita,7,-1000,0
Evonne,58,-1000,0
Evvie,33,-1000,0
Evvy,38,-1000,0
Evy,33,-1000,0
Eyde,23,-1000,0
Eydie,78,-1000,0
Ezmeralda,45,-1000,0
Fae,66,-1000,0
Faina,63,-1000,0
Faith,13,-1000,0
Fallon,83,-1000,0
Fan,39,-1000,0
Fanchette,91,-1000,0
Fanchon,80,-1000,0
Fancie,22,-1000,0
Fancy,67,-1000,0
Fanechka,41,-1000,0
Fania,91,-1000,0
Fanni,55,-1000,0
Fannie,75,-1000,0
Fanny,86,-1000,0
Fanya,1,-1000,0
Fara,56,-1000,0
Farah,5,-1000,0
Farand,80,-1000,0
Farica,26,-1000,0
Farra,3,-1000,0
Farrah,94,-1000,0
Farrand,83,-1000,0
Faun,7,-1000,0
Faunie,60,-1000,0
Faustina,12,-1000,0
Faustine,29,-1000,0
Fawn,20,-1000,0
Fawne,29,-1000,0
Fawnia,99,-1000,0
Fay,53,-1000,0
Faydra,80,-1000,0
Faye,26,-1000,0
Fayette,50,-1000,0
Fayina,98,-1000,0
Fayre,61,-1000,0
Fayth,18,-1000,0
Faythe,93,-1000,0
Federica,25,-1000,0
Fedora,73,-1000,0
Felecia,0,-1000,0
Felicdad,7,-1000,0
Felice,58,-1000,0
Felicia,71,-1000,0
Felicity,25,-1000,0
Felicle,88,-1000,0
Felipa,97,-1000,0
Felisha,86,-1000,0
Felita,51,-1000,0
Feliza,80,-1000,0
Fenelia,89,-1000,0
Feodora,67,-1000,0
Ferdinanda,63,-1000,0
Ferdinande,91,-1000,0
Fern,61,-1000,0
Fernanda,57,-1000,0
Fernande,23,-1000,0
Fernandina,57,-1000,0
Ferne,29,-1000,0
Fey,77,-1000,0
Fiann,2,-1000,0
Fianna,81,-1000,0
Fidela,44,-1000,0
Fidelia,59,-1000,0
Fidelity,49,-1000,0
Fifi,58,-1000,0
Fifine,35,-1000,0
Filia,73,-1000,0
Filide,94,-1000,0
Filippa,40,-1000,0
Fina,43,-1000,0
Fiona,87,-1000,0
Fionna,94,-1000,0
Fionnula,73,-1000,0
Fiorenze,21,-1000,0
Fleur,3,-1000,0
Fleurette,7,-1000,0
Flo,22,-1000,0
Flor,97,-1000,0
Flora,21,-1000,0
Florance,3,-1000,0
Flore,30,-1000,0
Florella,33,-1000,0
Florence,15,-1000,0
Florencia,94,-1000,0
Florentia,36,-1000,0
Florenza,1,-1000,0
Florette,83,-1000,0
Flori,21,-1000,0
Floria,53,-1000,0
Florida,88,-1000,0
Florie,38,-1000,0
Florina,85,-1000,0
Florinda,84,-1000,0
Floris,30,-1000,0
Florri,44,-1000,0
Florrie,36,-1000,0
Florry,38,-1000,0
Flory,55,-1000,0
Flossi,5,-1000,0
Flossie,51,-1000,0
Flossy,19,-1000,0
Flss,48,-1000,0
Fran,27,-1000,0
Francene,71,-1000,0
Frances,99,-1000,0
Francesca,10,-1000,0
Francine,12,-1000,0
Francisca,62,-1000,0
Franciska,33,-1000,0
Francoise,25,-1000,0
Francyne,76,-1000,0
Frank,78,-1000,0
Frankie,35,-1000,0
Franky,43,-1000,0
Franni,30,-1000,0
Frannie,87,-1000,0
Franny,39,-1000,0
Frayda,13,-1000,0
Fred,96,-1000,0
Freda,18,-1000,0
Freddi,84,-1000,0
Freddie,85,-1000,0
Freddy,12,-1000,0
Fredelia,34,-1000,0
Frederica,91,-1000,0
Fredericka,22,-1000,0
Frederique,89,-1000,0
Fredi,61,-1000,0
Fredia,15,-1000,0
Fredra,61,-1000,0
Fredrika,50,-1000,0
Freida,63,-1000,0
Frieda,31,-1000,0
Friederike,23,-1000,0
Fulvia,88,-1000,0
Gabbey,74,-1000,0
Gabbi,78,-1000,0
Gabbie,76,-1000,0
Gabey,47,-1000,0
Gabi,58,-1000,0
Gabie,64,-1000,0
Gabriel,51,-1000,0
Gabriela,80,-1000,0
Gabriell,87,-1000,0
Gabriella,48,-1000,0
Gabrielle,67,-1000,0
Gabriellia,4,-1000,0
Gabrila,97,-1000,0
Gaby,70,-1000,0
Gae,20,-1000,0
Gael,38,-1000,0
Gail,34,-1000,0
Gale,2,-1000,0
Galina,90,-1000,0
Garland,0,-1000,0
Garnet,17,-1000,0
Garnette,86,-1000,0
Gates,17,-1000,0
Gavra,23,-1000,0
Gavrielle,82,-1000,0
Gay,51,-1000,0
Gaye,98,-1000,0
Gayel,0,-1000,0
Gayla,93,-1000,0
Gayle,58,-1000,0
Gayleen,58,-1000,0
Gaylene,52,-1000,0
Gaynor,25,-1000,0
Gelya,67,-1000,0
Gena,46,-1000,0
Gene,68,-1000,0
Geneva,73,-1000,0
Genevieve,22,-1000,0
Genevra,71,-1000,0
Genia,65,-1000,0
Genna,63,-1000,0
Genni,84,-1000,0
Gennie,21,-1000,0
Gennifer,58,-1000,0
Genny,41,-1000,0
Genovera,10,-1000,0
Genvieve,57,-1000,0
George,25,-1000,0
Georgeanna,95,-1000,0
Georgeanne,11,-1000,0
Georgena,78,-1000,0
Georgeta,37,-1000,0
Georgetta,89,-1000,0
Georgette,97,-1000,0
Georgia,85,-1000,0
Georgiana,61,-1000,0
Georgianna,36,-1000,0
Georgianne,73,-1000,0
Georgie,62,-1000,0
Georgina,46,-1000,0
Georgine,42,-1000,0
Geralda,49,-1000,0
Geraldine,82,-1000,0
Gerda,78,-1000,0
Gerhardine,39,-1000,0
Geri,91,-1000,0
Gerianna,81,-1000,0
Gerianne,1,-1000,0
Gerladina,88,-1000,0
Germain,64,-1000,0
Germaine,57,-1000,0
Germana,95,-1000,0
Gerri,61,-1000,0
Gerrie,32,-1000,0
Gerrilee,57,-1000,0
Gerry,89,-1000,0
Gert,23,-1000,0
Gerta,60,-1000,0
Gerti,87,-1000,0
Gertie,76,-1000,0
Gertrud,93,-1000,0
Gertruda,82,-1000,0
Gertrude,43,-1000,0
Gertrudis,30,-1000,0
Gerty,55,-1000,0
Giacinta,3,-1000,0
Giana,97,-1000,0
Gianina,9,-1000,0
Gianna,0,-1000,0
Gigi,4,-1000,0
Gilberta,75,-1000,0
Gilberte,77,-1000,0
Gilbertina,26,-1000,0
Gilbertine,96,-1000,0
Gilda,19,-1000,0
Gilemette,44,-1000,0
Gill,70,-1000,0
Gillan,49,-1000,0
Gilli,61,-1000,0
Gillian,66,-1000,0
Gillie,51,-1000,0
Gilligan,10,-1000,0
Gilly,53,-1000,0
Gina,58,-1000,0
Ginelle,47,-1000,0
Ginevra,16,-1000,0
Ginger,38,-1000,0
Ginni,63,-1000,0
Ginnie,45,-1000,0
Ginnifer,78,-1000,0
Ginny,58,-1000,0
Giorgia,44,-1000,0
Giovanna,82,-1000,0
Gipsy,99,-1000,0
Giralda,98,-1000,0
Gisela,86,-1000,0
Gisele,31,-1000,0
Gisella,32,-1000,0
Giselle,40,-1000,0
Giuditta,45,-1000,0
Giulia,28,-1000,0
Giulietta,22,-1000,0
Giustina,42,-1000,0
Gizela,89,-1000,0
Glad,43,-1000,0
Gladi,45,-1000,0
Gladys,35,-1000,0
Gleda,92,-1000,0
Glen,67,-1000,0
Glenda,7,-1000,0
Glenine,63,-1000,0
Glenn,87,-1000,0
Glenna,50,-1000,0
Glennie,41,-1000,0
Glennis,87,-1000,0
Glori,53,-1000,0
Gloria,99,-1000,0
Gloriana,11,-1000,0
Gloriane,65,-1000,0
Glory,64,-1000,0
Glyn,27,-1000,0
Glynda,68,-1000,0
Glynis,11,-1000,0
Glynnis,43,-1000,0
Gnni,34,-1000,0
Godiva,0,-1000,0
Golda,94,-1000,0
Goldarina,34,-1000,0
Goldi,33,-1000,0
Goldia,65,-1000,0
Goldie,64,-1000,0
Goldina,46,-1000,0
Goldy,21,-1000,0
Grace,40,-1000,0
Gracia,69,-1000,0
Gracie,47,-1000,0
Grata,27,-1000,0
Gratia,67,-1000,0
Gratiana,38,-1000,0
Gray,3,-1000,0
Grayce,41,-1000,0
Grazia,62,-1000,0
Greer,85,-1000,0
Greta,37,-1000,0
Gretal,73,-1000,0
Gretchen,6,-1000,0
Grete,45,-1000,0
Gretel,82,-1000,0
Grethel,59,-1000,0
Gretna,73,-1000,0
Gretta,29,-1000,0
Grier,88,-1000,0
Griselda,35,-1000,0
Grissel,77,-1000,0
Guendolen,36,-1000,0
Guenevere,80,-1000,0
Guenna,59,-1000,0
Guglielma,43,-1000,0
Gui,78,-1000,0
Guillema,55,-1000,0
Guillemette,43,-1000,0
Guinevere,75,-1000,0
Guinna,18,-1000,0
Gunilla,69,-1000,0
Gus,69,-1000,0
Gusella,80,-1000,0
Gussi,2,-1000,0
Gussie,47,-1000,0
Gussy,95,-1000,0
Gusta,80,-1000,0
Gusti,90,-1000,0
Gustie,89,-1000,0
Gusty,47,-1000,0
Gwen,17,-1000,0
Gwendolen,80,-1000,0
Gwendolin,40,-1000,0
Gwendolyn,93,-1000,0
Gweneth,22,-1000,0
Gwenette,80,-1000,0
Gwenneth,86,-1000,0
Gwenni,32,-1000,0
Gwennie,52,-1000,0
Gwenny,6,-1000,0
Gwenora,42,-1000,0
Gwenore,52,-1000,0
Gwyn,27,-1000,0
Gwyneth,64,-1000,0
Gwynne,23,-1000,0
Gypsy,56,-1000,0
Hadria,53,-1000,0
Hailee,11,-1000,0
Haily,9,-1000,0
Haleigh,92,-1000,0
Halette,32,-1000,0
Haley,69,-1000,0
Hali,25,-1000,0
Halie,30,-1000,0
Halimeda,59,-1000,0
Halley,4,-1000,0
Halli,61,-1000,0
Hallie,67,-1000,0
Hally,88,-1000,0
Hana,65,-1000,0
Hanna,57,-1000,0
Hannah,18,-1000,0
Hanni,13,-1000,0
Hannie,85,-1000,0
Hannis,56,-1000,0
Hanny,90,-1000,0
Happy,95,-1000,0
Harlene,20,-1000,0
Harley,21,-1000,0
Harli,26,-1000,0
Harlie,40,-1000,0
Harmonia,84,-1000,0
Harmonie,46,-1000,0
Harmony,96,-1000,0
Harri,65,-1000,0
Harrie,45,-1000,0
Harriet,92,-1000,0
Harriett,95,-1000,0
Harrietta,40,-1000,0
Harriette,38,-1000,0
Harriot,97,-1000,0
Harriott,75,-1000,0
Hatti,46,-1000,0
Hattie,71,-1000,0
Hatty,67,-1000,0
Hayley,62,-1000,0
Hazel,28,-1000,0
Heath,3,-1000,0
Heather,9,-1000,0
Heda,96,-1000,0
Hedda,64,-1000,0
Heddi,67,-1000,0
Heddie,9,-1000,0
Hedi,17,-1000,0
Hedvig,65,-1000,0
Hedvige,99,-1000,0
Hedwig,81,-1000,0
Hedwiga,88,-1000,0
Hedy,95,-1000,0
Heida,56,-1000,0
Heidi,53,-1000,0
Heidie,62,-1000,0
Helaina,56,-1000,0
Helaine,60,-1000,0
Helen,90,-1000,0
Helen-Elizabeth,1,-1000,0
Helena,9,-1000,0
Helene,77,-1000,0
Helenka,23,-1000,0
Helga,93,-1000,0
Helge,46,-1000,0
Helli,13,-1000,0
Heloise,55,-1000,0
Helsa,87,-1000,0
Helyn,79,-1000,0
Hendrika,45,-1000,0
Henka,93,-1000,0
