City.Aaren,Value,ValueFaux,y
Concordia,78,-1000,0
Conni,78,-1000,0
Connie,78,-1000,0
Conny,78,-1000,0
Consolata,78,-1000,0
Constance,78,-1000,0
Constancia,78,-1000,0
Constancy,78,-1000,0
Constanta,78,-1000,0
Constantia,78,-1000,0
Constantina,78,-1000,0
Constantine,78,-1000,0
Consuela,78,-1000,0
Consuelo,78,-1000,0
Cookie,78,-1000,0
Cora,78,-1000,0
Corabel,78,-1000,0
Corabella,78,-1000,0
Corabelle,78,-1000,0
Coral,78,-1000,0
Coralie,78,-1000,0
Coraline,78,-1000,0
Coralyn,78,-1000,0
Cordelia,78,-1000,0
Cordelie,78,-1000,0
Cordey,78,-1000,0
Cordi,78,-1000,0
Cordie,78,-1000,0
Cordula,78,-1000,0
Cordy,78,-1000,0
Coreen,78,-1000,0
Corella,78,-1000,0
Corenda,78,-1000,0
Corene,78,-1000,0
Coretta,78,-1000,0
Corette,78,-1000,0
Corey,78,-1000,0
Cori,78,-1000,0
Corie,78,-1000,0
Corilla,78,-1000,0
Corina,78,-1000,0
Corine,78,-1000,0
Corinna,78,-1000,0
Corinne,78,-1000,0
Coriss,78,-1000,0
Corissa,78,-1000,0
Corliss,78,-1000,0
Corly,78,-1000,0
Cornela,78,-1000,0
Cornelia,78,-1000,0
Cornelle,78,-1000,0
Cornie,78,-1000,0
Corny,78,-1000,0
Correna,78,-1000,0
Correy,78,-1000,0
Corri,78,-1000,0
Corrianne,78,-1000,0
Corrie,78,-1000,0
Corrina,78,-1000,0
Corrine,78,-1000,0
Corrinne,78,-1000,0
Corry,78,-1000,0
Cortney,78,-1000,0
Cory,78,-1000,0
Cosetta,78,-1000,0
Cosette,78,-1000,0
Costanza,78,-1000,0
Courtenay,78,-1000,0
Courtnay,78,-1000,0
Courtney,78,-1000,0
Crin,78,-1000,0
Cris,78,-1000,0
Crissie,78,-1000,0
Crissy,78,-1000,0
Crista,78,-1000,0
Cristabel,78,-1000,0
Cristal,78,-1000,0
Cristen,78,-1000,0
Cristi,78,-1000,0
Cristie,78,-1000,0
Cristin,78,-1000,0
Cristina,78,-1000,0
Cristine,78,-1000,0
Cristionna,78,-1000,0
Cristy,78,-1000,0
Crysta,78,-1000,0
Crystal,78,-1000,0
Crystie,78,-1000,0
Cthrine,78,-1000,0
Cyb,78,-1000,0
Cybil,78,-1000,0
Cybill,78,-1000,0
Cymbre,78,-1000,0
Cynde,78,-1000,0
Cyndi,78,-1000,0
Cyndia,78,-1000,0
Cyndie,78,-1000,0
Cyndy,78,-1000,0
Cynthea,78,-1000,0
Cynthia,78,-1000,0
Cynthie,78,-1000,0
Cynthy,78,-1000,0
Dacey,78,-1000,0
Dacia,78,-1000,0
Dacie,78,-1000,0
Dacy,78,-1000,0
Dael,78,-1000,0
Daffi,78,-1000,0
Daffie,78,-1000,0
Daffy,78,-1000,0
Dagmar,78,-1000,0
Dahlia,78,-1000,0
Daile,78,-1000,0
Daisey,78,-1000,0
Daisi,78,-1000,0
Daisie,78,-1000,0
Daisy,78,-1000,0
Dale,78,-1000,0
Dalenna,78,-1000,0
Dalia,78,-1000,0
Dalila,78,-1000,0
Dallas,78,-1000,0
Daloris,78,-1000,0
Damara,78,-1000,0
Damaris,78,-1000,0
Damita,78,-1000,0
Dana,78,-1000,0
Danell,78,-1000,0
Danella,78,-1000,0
Danette,78,-1000,0
Dani,78,-1000,0
Dania,78,-1000,0
Danica,78,-1000,0
Danice,78,-1000,0
Daniela,78,-1000,0
Daniele,78,-1000,0
Daniella,78,-1000,0
Danielle,78,-1000,0
Danika,78,-1000,0
Danila,78,-1000,0
Danit,78,-1000,0
Danita,78,-1000,0
Danna,78,-1000,0
Danni,78,-1000,0
Dannie,78,-1000,0
Danny,78,-1000,0
Dannye,78,-1000,0
Danya,78,-1000,0
Danyelle,78,-1000,0
Danyette,78,-1000,0
Daphene,78,-1000,0
Daphna,78,-1000,0
Daphne,78,-1000,0
Dara,78,-1000,0
Darb,78,-1000,0
Darbie,78,-1000,0
Darby,78,-1000,0
Darcee,78,-1000,0
Darcey,78,-1000,0
Darci,78,-1000,0
Darcie,78,-1000,0
Darcy,78,-1000,0
Darda,78,-1000,0
Dareen,78,-1000,0
Darell,78,-1000,0
Darelle,78,-1000,0
Dari,78,-1000,0
Daria,78,-1000,0
Darice,78,-1000,0
Darla,78,-1000,0
Darleen,78,-1000,0
Darlene,78,-1000,0
Darline,78,-1000,0
Darlleen,78,-1000,0
Daron,78,-1000,0
Darrelle,78,-1000,0
Darryl,78,-1000,0
Darsey,78,-1000,0
Darsie,78,-1000,0
Darya,78,-1000,0
Daryl,78,-1000,0
Daryn,78,-1000,0
Dasha,78,-1000,0
Dasi,78,-1000,0
Dasie,78,-1000,0
Dasya,78,-1000,0
Datha,78,-1000,0
Daune,78,-1000,0
Daveen,78,-1000,0
Daveta,78,-1000,0
Davida,78,-1000,0
Davina,78,-1000,0
Davine,78,-1000,0
Davita,78,-1000,0
Dawn,78,-1000,0
Dawna,78,-1000,0
Dayle,78,-1000,0
Dayna,78,-1000,0
Ddene,78,-1000,0
De,78,-1000,0
Deana,78,-1000,0
Deane,78,-1000,0
Deanna,78,-1000,0
Deanne,78,-1000,0
Deb,78,-1000,0
Debbi,78,-1000,0
Debbie,78,-1000,0
Debby,78,-1000,0
Debee,78,-1000,0
Debera,78,-1000,0
Debi,78,-1000,0
Debor,78,-1000,0
Debora,78,-1000,0
Deborah,78,-1000,0
Debra,78,-1000,0
Dede,78,-1000,0
Dedie,78,-1000,0
Dedra,78,-1000,0
Dee,78,-1000,0
Dee Dee,78,-1000,0
Deeann,78,-1000,0
Deeanne,78,-1000,0
Deedee,78,-1000,0
Deena,78,-1000,0
Deerdre,78,-1000,0
Deeyn,78,-1000,0
Dehlia,78,-1000,0
Deidre,78,-1000,0
Deina,78,-1000,0
Deirdre,78,-1000,0
Del,78,-1000,0
Dela,78,-1000,0
Delcina,78,-1000,0
Delcine,78,-1000,0
Delia,78,-1000,0
Delila,78,-1000,0
Delilah,78,-1000,0
Delinda,78,-1000,0
Dell,78,-1000,0
Della,78,-1000,0
Delly,78,-1000,0
Delora,78,-1000,0
Delores,78,-1000,0
Deloria,78,-1000,0
Deloris,78,-1000,0
Delphine,78,-1000,0
Delphinia,78,-1000,0
Demeter,78,-1000,0
Demetra,78,-1000,0
Demetria,78,-1000,0
Demetris,78,-1000,0
Dena,78,-1000,0
Deni,78,-1000,0
Denice,78,-1000,0
Denise,78,-1000,0
Denna,78,-1000,0
Denni,78,-1000,0
Dennie,78,-1000,0
Denny,78,-1000,0
Deny,78,-1000,0
Denys,78,-1000,0
Denyse,78,-1000,0
Deonne,78,-1000,0
Desdemona,78,-1000,0
Desirae,78,-1000,0
Desiree,78,-1000,0
Desiri,78,-1000,0
Deva,78,-1000,0
Devan,78,-1000,0
Devi,78,-1000,0
Devin,78,-1000,0
Devina,78,-1000,0
Devinne,78,-1000,0
Devon,78,-1000,0
Devondra,78,-1000,0
Devonna,78,-1000,0
Devonne,78,-1000,0
Devora,78,-1000,0
Di,78,-1000,0
Diahann,78,-1000,0
Dian,78,-1000,0
Diana,78,-1000,0
Diandra,78,-1000,0
Diane,78,-1000,0
Diane-Marie,78,-1000,0
Dianemarie,78,-1000,0
Diann,78,-1000,0
Dianna,78,-1000,0
Dianne,78,-1000,0
Diannne,78,-1000,0
Didi,78,-1000,0
Dido,78,-1000,0
Diena,78,-1000,0
Dierdre,78,-1000,0
Dina,78,-1000,0
Dinah,78,-1000,0
Dinnie,78,-1000,0
Dinny,78,-1000,0
Dion,78,-1000,0
Dione,78,-1000,0
Dionis,78,-1000,0
Dionne,78,-1000,0
Dita,78,-1000,0
Dix,78,-1000,0
Dixie,78,-1000,0
Dniren,78,-1000,0
Dode,78,-1000,0
Dodi,78,-1000,0
Dodie,78,-1000,0
Dody,78,-1000,0
Doe,78,-1000,0
Doll,78,-1000,0
Dolley,78,-1000,0
Dolli,78,-1000,0
Dollie,78,-1000,0
Dolly,78,-1000,0
Dolores,78,-1000,0
Dolorita,78,-1000,0
Doloritas,78,-1000,0
Domeniga,78,-1000,0
Dominga,78,-1000,0
Domini,78,-1000,0
Dominica,78,-1000,0
Dominique,78,-1000,0
Dona,78,-1000,0
Donella,78,-1000,0
Donelle,78,-1000,0
Donetta,78,-1000,0
Donia,78,-1000,0
Donica,78,-1000,0
Donielle,78,-1000,0
Donna,78,-1000,0
Donnamarie,78,-1000,0
Donni,78,-1000,0
Donnie,78,-1000,0
Donny,78,-1000,0
Dora,78,-1000,0
Doralia,78,-1000,0
Doralin,78,-1000,0
Doralyn,78,-1000,0
Doralynn,78,-1000,0
Doralynne,78,-1000,0
Dore,78,-1000,0
Doreen,78,-1000,0
Dorelia,78,-1000,0
Dorella,78,-1000,0
Dorelle,78,-1000,0
Dorena,78,-1000,0
Dorene,78,-1000,0
Doretta,78,-1000,0
Dorette,78,-1000,0
Dorey,78,-1000,0
Dori,78,-1000,0
Doria,78,-1000,0
Dorian,78,-1000,0
Dorice,78,-1000,0
Dorie,78,-1000,0
Dorine,78,-1000,0
Doris,78,-1000,0
Dorisa,78,-1000,0
Dorise,78,-1000,0
Dorita,78,-1000,0
Doro,78,-1000,0
Dorolice,78,-1000,0
Dorolisa,78,-1000,0
Dorotea,78,-1000,0
Doroteya,78,-1000,0
Dorothea,78,-1000,0
Dorothee,78,-1000,0
Dorothy,78,-1000,0
Dorree,78,-1000,0
Dorri,78,-1000,0
Dorrie,78,-1000,0
Dorris,78,-1000,0
Dorry,78,-1000,0
Dorthea,78,-1000,0
Dorthy,78,-1000,0
Dory,78,-1000,0
Dosi,78,-1000,0
Dot,78,-1000,0
Doti,78,-1000,0
Dotti,78,-1000,0
Dottie,78,-1000,0
Dotty,78,-1000,0
Dre,78,-1000,0
Dreddy,78,-1000,0
Dredi,78,-1000,0
Drona,78,-1000,0
Dru,78,-1000,0
Druci,78,-1000,0
Drucie,78,-1000,0
Drucill,78,-1000,0
Drucy,78,-1000,0
Drusi,78,-1000,0
Drusie,78,-1000,0
Drusilla,78,-1000,0
Drusy,78,-1000,0
Dulce,78,-1000,0
Dulcea,78,-1000,0
Dulci,78,-1000,0
Dulcia,78,-1000,0
Dulciana,78,-1000,0
Dulcie,78,-1000,0
Dulcine,78,-1000,0
Dulcinea,78,-1000,0
Dulcy,78,-1000,0
Dulsea,78,-1000,0
Dusty,78,-1000,0
Dyan,78,-1000,0
Dyana,78,-1000,0
Dyane,78,-1000,0
Dyann,78,-1000,0
Dyanna,78,-1000,0
Dyanne,78,-1000,0
Dyna,78,-1000,0
Dynah,78,-1000,0
Eachelle,78,-1000,0
Eada,78,-1000,0
Eadie,78,-1000,0
Eadith,78,-1000,0
Ealasaid,78,-1000,0
Eartha,78,-1000,0
Easter,78,-1000,0
Eba,78,-1000,0
Ebba,78,-1000,0
Ebonee,78,-1000,0
Ebony,78,-1000,0
Eda,78,-1000,0
Eddi,78,-1000,0
Eddie,78,-1000,0
Eddy,78,-1000,0
Ede,78,-1000,0
Edee,78,-1000,0
Edeline,78,-1000,0
Eden,78,-1000,0
Edi,78,-1000,0
Edie,78,-1000,0
Edin,78,-1000,0
Edita,78,-1000,0
Edith,78,-1000,0
Editha,78,-1000,0
Edithe,78,-1000,0
Ediva,78,-1000,0
Edna,78,-1000,0
Edwina,78,-1000,0
Edy,78,-1000,0
Edyth,78,-1000,0
Edythe,78,-1000,0
Effie,78,-1000,0
Eileen,78,-1000,0
Eilis,78,-1000,0
Eimile,78,-1000,0
Eirena,78,-1000,0
Ekaterina,78,-1000,0
Elaina,78,-1000,0
Elaine,78,-1000,0
Elana,78,-1000,0
Elane,78,-1000,0
Elayne,78,-1000,0
Elberta,78,-1000,0
Elbertina,78,-1000,0
Elbertine,78,-1000,0
Eleanor,78,-1000,0
Eleanora,78,-1000,0
Eleanore,78,-1000,0
Electra,78,-1000,0
Eleen,78,-1000,0
Elena,78,-1000,0
Elene,78,-1000,0
Eleni,78,-1000,0
Elenore,78,-1000,0
Eleonora,78,-1000,0
Eleonore,78,-1000,0
Elfie,78,-1000,0
Elfreda,78,-1000,0
Elfrida,78,-1000,0
Elfrieda,78,-1000,0
Elga,78,-1000,0
Elianora,78,-1000,0
Elianore,78,-1000,0
Elicia,78,-1000,0
Elie,78,-1000,0
Elinor,78,-1000,0
Elinore,78,-1000,0
Elisa,78,-1000,0
Elisabet,78,-1000,0
Elisabeth,78,-1000,0
Elisabetta,78,-1000,0
Elise,78,-1000,0
Elisha,78,-1000,0
Elissa,78,-1000,0
Elita,78,-1000,0
Eliza,78,-1000,0
Elizabet,78,-1000,0
Elizabeth,78,-1000,0
Elka,78,-1000,0
Elke,78,-1000,0
Ella,78,-1000,0
Elladine,78,-1000,0
Elle,78,-1000,0
Ellen,78,-1000,0
Ellene,78,-1000,0
Ellette,78,-1000,0
Elli,78,-1000,0
Ellie,78,-1000,0
Ellissa,78,-1000,0
Elly,78,-1000,0
Ellyn,78,-1000,0
Ellynn,78,-1000,0
Elmira,78,-1000,0
Elna,78,-1000,0
Elnora,78,-1000,0
Elnore,78,-1000,0
Eloisa,78,-1000,0
Eloise,78,-1000,0
Elonore,78,-1000,0
Elora,78,-1000,0
Elsa,78,-1000,0
Elsbeth,78,-1000,0
Else,78,-1000,0
Elset,78,-1000,0
Elsey,78,-1000,0
Elsi,78,-1000,0
Elsie,78,-1000,0
Elsinore,78,-1000,0
Elspeth,78,-1000,0
Elsy,78,-1000,0
Elva,78,-1000,0
Elvera,78,-1000,0
Elvina,78,-1000,0
Elvira,78,-1000,0
Elwira,78,-1000,0
Elyn,78,-1000,0
Elyse,78,-1000,0
Elysee,78,-1000,0
Elysha,78,-1000,0
Elysia,78,-1000,0
Elyssa,78,-1000,0
Em,78,-1000,0
Ema,78,-1000,0
Emalee,78,-1000,0
Emalia,78,-1000,0
Emelda,78,-1000,0
Emelia,78,-1000,0
Emelina,78,-1000,0
Emeline,78,-1000,0
Emelita,78,-1000,0
Emelyne,78,-1000,0
Emera,78,-1000,0
Emilee,78,-1000,0
Emili,78,-1000,0
Emilia,78,-1000,0
Emilie,78,-1000,0
Emiline,78,-1000,0
Emily,78,-1000,0
Emlyn,78,-1000,0
Emlynn,78,-1000,0
Emlynne,78,-1000,0
Emma,78,-1000,0
Emmalee,78,-1000,0
Emmaline,78,-1000,0
Emmalyn,78,-1000,0
Emmalynn,78,-1000,0
Emmalynne,78,-1000,0
Emmeline,78,-1000,0
Emmey,78,-1000,0
Emmi,78,-1000,0
Emmie,78,-1000,0
Emmy,78,-1000,0
Emmye,78,-1000,0
Emogene,78,-1000,0
Emyle,78,-1000,0
Emylee,78,-1000,0
Engracia,78,-1000,0
Enid,78,-1000,0
Enrica,78,-1000,0
Enrichetta,78,-1000,0
Enrika,78,-1000,0
Enriqueta,78,-1000,0
Eolanda,78,-1000,0
Eolande,78,-1000,0
Eran,78,-1000,0
Erda,78,-1000,0
Erena,78,-1000,0
Erica,78,-1000,0
Ericha,78,-1000,0
Ericka,78,-1000,0
Erika,78,-1000,0
Erin,78,-1000,0
Erina,78,-1000,0
Erinn,78,-1000,0
Erinna,78,-1000,0
Erma,78,-1000,0
Ermengarde,78,-1000,0
Ermentrude,78,-1000,0
Ermina,78,-1000,0
Erminia,78,-1000,0
Erminie,78,-1000,0
Erna,78,-1000,0
Ernaline,78,-1000,0
Ernesta,78,-1000,0
Ernestine,78,-1000,0
Ertha,78,-1000,0
Eryn,78,-1000,0
Esma,78,-1000,0
Esmaria,78,-1000,0
Esme,78,-1000,0
Esmeralda,78,-1000,0
Essa,78,-1000,0
Essie,78,-1000,0
Essy,78,-1000,0
Esta,78,-1000,0
Estel,78,-1000,0
Estele,78,-1000,0
Estell,78,-1000,0
Estella,78,-1000,0
Estelle,78,-1000,0
Ester,78,-1000,0
Esther,78,-1000,0
Estrella,78,-1000,0
Estrellita,78,-1000,0
Ethel,78,-1000,0
Ethelda,78,-1000,0
Ethelin,78,-1000,0
Ethelind,78,-1000,0
Etheline,78,-1000,0
Ethelyn,78,-1000,0
Ethyl,78,-1000,0
Etta,78,-1000,0
Etti,78,-1000,0
Ettie,78,-1000,0
Etty,78,-1000,0
Eudora,78,-1000,0
Eugenia,78,-1000,0
Eugenie,78,-1000,0
Eugine,78,-1000,0
Eula,78,-1000,0
Eulalie,78,-1000,0
Eunice,78,-1000,0
Euphemia,78,-1000,0
Eustacia,78,-1000,0
Eva,78,-1000,0
Evaleen,78,-1000,0
Evangelia,78,-1000,0
Evangelin,78,-1000,0
Evangelina,78,-1000,0
Evangeline,78,-1000,0
Evania,78,-1000,0
Evanne,78,-1000,0
Eve,78,-1000,0
Eveleen,78,-1000,0
Evelina,78,-1000,0
Eveline,78,-1000,0
Evelyn,78,-1000,0
Evey,78,-1000,0
Evie,78,-1000,0
Evita,78,-1000,0
Evonne,78,-1000,0
Evvie,78,-1000,0
Evvy,78,-1000,0
Evy,78,-1000,0
Eyde,78,-1000,0
Eydie,78,-1000,0
Ezmeralda,78,-1000,0
Fae,78,-1000,0
Faina,78,-1000,0
Faith,78,-1000,0
Fallon,78,-1000,0
Fan,78,-1000,0
Fanchette,78,-1000,0
Fanchon,78,-1000,0
Fancie,78,-1000,0
Fancy,78,-1000,0
Fanechka,78,-1000,0
Fania,78,-1000,0
Fanni,78,-1000,0
Fannie,78,-1000,0
Fanny,78,-1000,0
Fanya,78,-1000,0
Fara,78,-1000,0
Farah,78,-1000,0
Farand,78,-1000,0
Farica,78,-1000,0
Farra,78,-1000,0
Farrah,78,-1000,0
Farrand,78,-1000,0
Faun,78,-1000,0
Faunie,78,-1000,0
Faustina,78,-1000,0
Faustine,78,-1000,0
Fawn,78,-1000,0
Fawne,78,-1000,0
Fawnia,78,-1000,0
Fay,78,-1000,0
Faydra,78,-1000,0
Faye,78,-1000,0
Fayette,78,-1000,0
Fayina,78,-1000,0
Fayre,78,-1000,0
Fayth,78,-1000,0
Faythe,78,-1000,0
Federica,78,-1000,0
Fedora,78,-1000,0
Felecia,78,-1000,0
Felicdad,78,-1000,0
Felice,78,-1000,0
Felicia,78,-1000,0
Felicity,78,-1000,0
Felicle,78,-1000,0
Felipa,78,-1000,0
Felisha,78,-1000,0
Felita,78,-1000,0
Feliza,78,-1000,0
Fenelia,78,-1000,0
Feodora,78,-1000,0
Ferdinanda,78,-1000,0
Ferdinande,78,-1000,0
Fern,78,-1000,0
Fernanda,78,-1000,0
Fernande,78,-1000,0
Fernandina,78,-1000,0
Ferne,78,-1000,0
Fey,78,-1000,0
Fiann,78,-1000,0
Fianna,78,-1000,0
Fidela,78,-1000,0
Fidelia,78,-1000,0
Fidelity,78,-1000,0
Fifi,78,-1000,0
Fifine,78,-1000,0
Filia,78,-1000,0
Filide,78,-1000,0
Filippa,78,-1000,0
Fina,78,-1000,0
Fiona,78,-1000,0
Fionna,78,-1000,0
Fionnula,78,-1000,0
Fiorenze,78,-1000,0
Fleur,78,-1000,0
Fleurette,78,-1000,0
Flo,78,-1000,0
Flor,78,-1000,0
Flora,78,-1000,0
Florance,78,-1000,0
Flore,78,-1000,0
Florella,78,-1000,0
Florence,78,-1000,0
Florencia,78,-1000,0
Florentia,78,-1000,0
Florenza,78,-1000,0
Florette,78,-1000,0
Flori,78,-1000,0
Floria,78,-1000,0
Florida,78,-1000,0
Florie,78,-1000,0
Florina,78,-1000,0
Florinda,78,-1000,0
Floris,78,-1000,0
Florri,78,-1000,0
Florrie,78,-1000,0
Florry,78,-1000,0
Flory,78,-1000,0
Flossi,78,-1000,0
Flossie,78,-1000,0
Flossy,78,-1000,0
Flss,78,-1000,0
Fran,78,-1000,0
Francene,78,-1000,0
Frances,78,-1000,0
Francesca,78,-1000,0
Francine,78,-1000,0
Francisca,78,-1000,0
Franciska,78,-1000,0
Francoise,78,-1000,0
Francyne,78,-1000,0
Frank,78,-1000,0
Frankie,78,-1000,0
Franky,78,-1000,0
Franni,78,-1000,0
Frannie,78,-1000,0
Franny,78,-1000,0
Frayda,78,-1000,0
Fred,78,-1000,0
Freda,78,-1000,0
Freddi,78,-1000,0
Freddie,78,-1000,0
Freddy,78,-1000,0
Fredelia,78,-1000,0
Frederica,78,-1000,0
Fredericka,78,-1000,0
Frederique,78,-1000,0
Fredi,78,-1000,0
Fredia,78,-1000,0
Fredra,78,-1000,0
Fredrika,78,-1000,0
Freida,78,-1000,0
Frieda,78,-1000,0
Friederike,78,-1000,0
Fulvia,78,-1000,0
Gabbey,78,-1000,0
Gabbi,78,-1000,0
Gabbie,78,-1000,0
Gabey,78,-1000,0
Gabi,78,-1000,0
Gabie,78,-1000,0
Gabriel,78,-1000,0
Gabriela,78,-1000,0
Gabriell,78,-1000,0
Gabriella,78,-1000,0
Gabrielle,78,-1000,0
Gabriellia,78,-1000,0
Gabrila,78,-1000,0
Gaby,78,-1000,0
Gae,78,-1000,0
Gael,78,-1000,0
Gail,78,-1000,0
Gale,78,-1000,0
Galina,78,-1000,0
Garland,78,-1000,0
Garnet,78,-1000,0
Garnette,78,-1000,0
Gates,78,-1000,0
Gavra,78,-1000,0
Gavrielle,78,-1000,0
Gay,78,-1000,0
Gaye,78,-1000,0
Gayel,78,-1000,0
Gayla,78,-1000,0
Gayle,78,-1000,0
Gayleen,78,-1000,0
Gaylene,78,-1000,0
Gaynor,78,-1000,0
Gelya,78,-1000,0
Gena,78,-1000,0
Gene,78,-1000,0
Geneva,78,-1000,0
Genevieve,78,-1000,0
Genevra,78,-1000,0
Genia,78,-1000,0
Genna,78,-1000,0
Genni,78,-1000,0
Gennie,78,-1000,0
Gennifer,78,-1000,0
Genny,78,-1000,0
Genovera,78,-1000,0
Genvieve,78,-1000,0
George,78,-1000,0
Georgeanna,78,-1000,0
Georgeanne,78,-1000,0
Georgena,78,-1000,0
Georgeta,78,-1000,0
Georgetta,78,-1000,0
Georgette,78,-1000,0
Georgia,78,-1000,0
Georgiana,78,-1000,0
Georgianna,78,-1000,0
Georgianne,78,-1000,0
Georgie,78,-1000,0
Georgina,78,-1000,0
Georgine,78,-1000,0
Geralda,78,-1000,0
Geraldine,78,-1000,0
Gerda,78,-1000,0
Gerhardine,78,-1000,0
Geri,78,-1000,0
Gerianna,78,-1000,0
Gerianne,78,-1000,0
Gerladina,78,-1000,0
Germain,78,-1000,0
Germaine,78,-1000,0
Germana,78,-1000,0
Gerri,78,-1000,0
Gerrie,78,-1000,0
Gerrilee,78,-1000,0
Gerry,78,-1000,0
Gert,78,-1000,0
Gerta,78,-1000,0
Gerti,78,-1000,0
Gertie,78,-1000,0
Gertrud,78,-1000,0
Gertruda,78,-1000,0
Gertrude,78,-1000,0
Gertrudis,78,-1000,0
Gerty,78,-1000,0
Giacinta,78,-1000,0
Giana,78,-1000,0
Gianina,78,-1000,0
Gianna,78,-1000,0
Gigi,78,-1000,0
Gilberta,78,-1000,0
Gilberte,78,-1000,0
Gilbertina,78,-1000,0
Gilbertine,78,-1000,0
Gilda,78,-1000,0
Gilemette,78,-1000,0
Gill,78,-1000,0
Gillan,78,-1000,0
Gilli,78,-1000,0
Gillian,78,-1000,0
Gillie,78,-1000,0
Gilligan,78,-1000,0
Gilly,78,-1000,0
Gina,78,-1000,0
Ginelle,78,-1000,0
Ginevra,78,-1000,0
Ginger,78,-1000,0
Ginni,78,-1000,0
Ginnie,78,-1000,0
Ginnifer,78,-1000,0
Ginny,78,-1000,0
Giorgia,78,-1000,0
Giovanna,78,-1000,0
Gipsy,78,-1000,0
Giralda,78,-1000,0
Gisela,78,-1000,0
Gisele,78,-1000,0
Gisella,78,-1000,0
Giselle,78,-1000,0
Giuditta,78,-1000,0
Giulia,78,-1000,0
Giulietta,78,-1000,0
Giustina,78,-1000,0
Gizela,78,-1000,0
Glad,78,-1000,0
Gladi,78,-1000,0
Gladys,78,-1000,0
Gleda,78,-1000,0
Glen,78,-1000,0
Glenda,78,-1000,0
Glenine,78,-1000,0
Glenn,78,-1000,0
Glenna,78,-1000,0
Glennie,78,-1000,0
Glennis,78,-1000,0
Glori,78,-1000,0
Gloria,78,-1000,0
Gloriana,78,-1000,0
Gloriane,78,-1000,0
Glory,78,-1000,0
Glyn,78,-1000,0
Glynda,78,-1000,0
Glynis,78,-1000,0
Glynnis,78,-1000,0
Gnni,78,-1000,0
Godiva,78,-1000,0
Golda,78,-1000,0
Goldarina,78,-1000,0
Goldi,78,-1000,0
Goldia,78,-1000,0
Goldie,78,-1000,0
Goldina,78,-1000,0
Goldy,78,-1000,0
Grace,78,-1000,0
Gracia,78,-1000,0
Gracie,78,-1000,0
Grata,78,-1000,0
Gratia,78,-1000,0
Gratiana,78,-1000,0
Gray,78,-1000,0
Grayce,78,-1000,0
Grazia,78,-1000,0
Greer,78,-1000,0
Greta,78,-1000,0
Gretal,78,-1000,0
Gretchen,78,-1000,0
Grete,78,-1000,0
Gretel,78,-1000,0
Grethel,78,-1000,0
Gretna,78,-1000,0
Gretta,78,-1000,0
Grier,78,-1000,0
Griselda,78,-1000,0
Grissel,78,-1000,0
Guendolen,78,-1000,0
Guenevere,78,-1000,0
Guenna,78,-1000,0
Guglielma,78,-1000,0
Gui,78,-1000,0
Guillema,78,-1000,0
Guillemette,78,-1000,0
Guinevere,78,-1000,0
Guinna,78,-1000,0
Gunilla,78,-1000,0
Gus,78,-1000,0
Gusella,78,-1000,0
Gussi,78,-1000,0
Gussie,78,-1000,0
Gussy,78,-1000,0
Gusta,78,-1000,0
Gusti,78,-1000,0
Gustie,78,-1000,0
Gusty,78,-1000,0
Gwen,78,-1000,0
Gwendolen,78,-1000,0
Gwendolin,78,-1000,0
Gwendolyn,78,-1000,0
Gweneth,78,-1000,0
Gwenette,78,-1000,0
Gwenneth,78,-1000,0
Gwenni,78,-1000,0
Gwennie,78,-1000,0
Gwenny,78,-1000,0
Gwenora,78,-1000,0
Gwenore,78,-1000,0
Gwyn,78,-1000,0
Gwyneth,78,-1000,0
Gwynne,78,-1000,0
Gypsy,78,-1000,0
Hadria,78,-1000,0
Hailee,78,-1000,0
Haily,78,-1000,0
Haleigh,78,-1000,0
Halette,78,-1000,0
Haley,78,-1000,0
Hali,78,-1000,0
Halie,78,-1000,0
Halimeda,78,-1000,0
Halley,78,-1000,0
Halli,78,-1000,0
Hallie,78,-1000,0
Hally,78,-1000,0
Hana,78,-1000,0
Hanna,78,-1000,0
Hannah,78,-1000,0
Hanni,78,-1000,0
Hannie,78,-1000,0
Hannis,78,-1000,0
Hanny,78,-1000,0
Happy,78,-1000,0
Harlene,78,-1000,0
Harley,78,-1000,0
Harli,78,-1000,0
Harlie,78,-1000,0
Harmonia,78,-1000,0
Harmonie,78,-1000,0
Harmony,78,-1000,0
Harri,78,-1000,0
Harrie,78,-1000,0
Harriet,78,-1000,0
Harriett,78,-1000,0
Harrietta,78,-1000,0
Harriette,78,-1000,0
Harriot,78,-1000,0
Harriott,78,-1000,0
Hatti,78,-1000,0
Hattie,78,-1000,0
Hatty,78,-1000,0
Hayley,78,-1000,0
Hazel,78,-1000,0
Heath,78,-1000,0
Heather,78,-1000,0
Heda,78,-1000,0
Hedda,78,-1000,0
Heddi,78,-1000,0
Heddie,78,-1000,0
Hedi,78,-1000,0
Hedvig,78,-1000,0
Hedvige,78,-1000,0
Hedwig,78,-1000,0
Hedwiga,78,-1000,0
Hedy,78,-1000,0
Heida,78,-1000,0
Heidi,78,-1000,0
Heidie,78,-1000,0
Helaina,78,-1000,0
Helaine,78,-1000,0
Helen,78,-1000,0
Helen-Elizabeth,78,-1000,0
Helena,78,-1000,0
Helene,78,-1000,0
Helenka,78,-1000,0
Helga,78,-1000,0
Helge,78,-1000,0
Helli,78,-1000,0
Heloise,78,-1000,0
Helsa,78,-1000,0
Helyn,78,-1000,0
Hendrika,78,-1000,0
